,sentiment,tweet
74834,1,"« Elle produit une différence de température de quelques degrés seulement par rapport à l’extérieur. »

En effet, environ +10° par rapport à l’extérieur !"
125221,1,@RERB train retardé au départ de saint Rémy. Des infos svp
49309,1,"Bonjour Alexandra !!
☀️
Et bon courage pour cette journée qui a l'air calme... beaucoup de monde est parti en week-end ou vacances on dirait !

Mais pas nous 😊"
14866,1,Est ce que le métro ligne 10 fonctionne au départ e St Michel pour se rendre à Jussieu
110264,1,Les trains circulent donc normalement de Massy-Palaiseau vers Paris ? Merci
64834,0,"@RERB La branche Massy, St Rémy, toujours largement prioritaire pour arriver à l'heure au boulot. Encore une fois bloqué à Bourg la reine dans le train en provenance de Robinson à regarder les trains passer...."
45689,0,Et les trains pour Orsay ont disparu sans explication
91270,0,Même sentence pour QROL33 ?
124567,2,@RER_BETAIL @kofamkofam @IsaSenecal Vos remontées ont été transmises. Je vous confirme qu'une mise à jour est en cours. Très bonne journée
27845,0,J'espère que vous avez prévu un remboursement du Navigo
84495,1,@RERB semble revenir à la normale. https://twitter.com/RERB/status/952782951871336448 …
74424,0,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻
70806,1,"Et le nouveau transformateur de Drancy qui doit entrer en service ce mois-ci... On en est où? 
Son petit nom c'est ""Arlésienne""? 
Toujours le black out communicationnel dessus? #RERB #TeamRERB @Actu_Transilien @denismasure"
106939,0,Où ça ? Dans quel gare ? Dans toutes les directions la perturbation?
81316,1,Ok
89884,1,"Une erreur s'est glissé dans ce tweet. ""jusqu'au 26/10/17 20:00"" est inutile"
39897,0,"Bonjour Joy, et est ce que ns les râleurs on vs a manqué? Sinon là on est à 2/2 pr le démarrage de la journée et de la semaine...on vise le grand chelem?"
1920,0,@RERB pourquoi vous êtes inefficace comme ça vous en avez pas marre
52349,0,@RERB bloquée à Gare du Nord en direction d’Anthony avec un avion à prendre... avez vous des infos ?
39413,1,Dans quel sens nord ou sud ?
80416,0,@RERB est ce que le problème est résolu?! Je risk d’arriver en retard o travail
118855,1,@RERB.
79607,1,Bonjour. Quel est l’état du trafic en direction de massy svp? Merci
132109,0,"@RERB Honnêtement, on dirait que vous le faites exprès."
87042,0,Y avait pas un train qui bloquait à GdN vers 09h aussi ??
36378,0,@RERB il se passe quoi la ? Ça fait 10 minutes qu'on attend qu'il parte le train de cité universitaire
52403,0,@RERB pourquoi on stationne entre La Courneuve et la plaine la ? On a aucune information et ça fait déjà plus de cinq minutes.
62380,0,Et sinon notre cher navigo gratuit le mois prochain on en reparles?!😈
2501,1,"@RERB Les trains pour Mitry circulent normalement ? une personne a à priori posé la question mais le compte étant privé les autres utilisateurs ne peuvent pas en profiter, merci."
10637,0,C'est plus que perturbé. On monte pas dans les trains là !!!!! Sérieux après le bazar ce matin !!!
24249,1,"La station gare du nord
C est chaud
Faut pas sortir son portable"
1264,1,Aucun train à destination de CDG à partir de bourg la reine ?
108616,1,@EmeMms BRAVO EME.
71855,0,"Bon courage ? Le #MitryClaye que j'essaie de choper est encore retardé de 10 minutes à #AulnaySousBois, et il n'y a rien ? Il y aura surtout un sérieux problème de santé de votre propre fait, car vos délais à rallonge bousillent les produits frais que je transporte!"
59713,0,"QORE99 vient de passer sans s'arrêter devant un quai déjà noir de monde à  #palaiseau. 
25mn sans train heures de pointes.. 
Vous annonciez 4 trains sur 5 ? #RERB"
28307,1,"Forcément il était rempli, je n'ai pas voulu monter dedans. Je tente le terminus Orsay ville. Bon courage à vous aussi et bonne soirée"
95688,0,"@RERB rames ""climatisées""sans clim par une semaine caniculaire , Vous en avez pas un peu marre de traiter les gens comme du bétail?"
113641,1,@RERB le traffic reprend vers CDG?
28963,0,"On n’es pas les usagers du RER B, mais de usés du RER B. J’ai décidé de prendre le RER avant 7h30 du mat, le premier pb avance à avant 7h30; j’ai décidé de quitter le boulot à 17h, les pbs m’attrapent à 17h05. Quand est ce que on pourra être à l’heure pour un rdv ou d’autre ?"
122995,2,@RERB @RimaYoupie @Nins_92 C'est bien ce qu'il me semblait :) Merci d'avoir confirmé !
121187,1,@RERB.
75734,1,Direction Gare du Nord !
98268,1,J'arrive quand au taf sinon? @RERB
33696,0,"Ne t enflamme pas cher @rerb ! Pas dit que la ligne circule. Nous ne sommes pas à l abri d une caténaire arrachée, un rail cassé, un train en panne, un bagage abandonné ou un voyageur au bout de sa vie..."
19866,1,"Depuis Gare du Nord donc ? (J'atterris à 19h à CDG) 
Ce qui veut dire qu'à moi de me débrouiller pour rentrer ? C'est bien ça ?"
88792,0,"Pourquoi c'est toujours les trains avec arrêts à Palaiseau, Lozère etc. ... qui disparaissent ? On devrait payer moins cher, non, du coup ?"
17633,0,Et ça continue!!!!
95405,0,"Et surtout, ne donnez pas les noms complets des missions"
94304,1,Bonjour. On peut avoir des raisons sur cette innovation ? Merci
1939,0,La journée commence mal.
10740,0,@RERB il y a toujours des problèmes sur la ligne ? le train direction Mitry à disparu. J'etais a gdn
74474,1,Dans les 2 sens ?
47109,0,Perturbe comment ? 1 train sur combien ? Ou pas de train du tout ?
132660,1,@RERB @reralors c'est quoi ce rer à chatelet qui fait le bourget et aéroport CDG? On avait pas dit omnibus et qques directs CDG? #qml
128065,0,"@RERB suppression de train et passage de train à vide... 13h08 et 1320... Soit 20 mn d'attente... CDG et bien évidemment sans annonce,"
84922,0,Une petite question quand-même : comment se fait-il qu'il y aie autant de trains en panne ou de coupure d'électricité en un an : ceci doit certainement à peine voiler La forte vétusté du réseau...proprement incapable de supporter le trafic régulier....
9637,0,"@RERB Voie 22 CDG 1, train arrêté sans explications pour les touristes perdus qui souhaitent se rendre au T2. Pouvez-vous remédier à la situation ?"
130966,1,@RERB #RERB peut on savoir qui elle est l objet de la grève? Merci
87889,1,@RERB combien de temps le train EMAL pour châtelets Les Halles ?
56597,1,"Bonjour, auriez-vous des informations actualisées ? Suis à Saint Michel, direction CDG."
118460,1,@RERB.
44139,2,Merci j’ai pu monter dedans ouf
17749,0,"@RERB aucun train sur l’écran à châtelet vers le sud et aucune info sonore ! Au top comme d’hab. Le quai déborde, on risque l’accident !"
78122,1,@RERB : bonjour est-ce qu’il y a un problème entre Gare du Nord et châtelet Les Halles ? Cdt
110075,1,@RERB est ce que le rer fonctionne entre Châtelet et l'aéroport?
130251,0,@RERB Punaise. Galère matin et soir :-( Fatiguant. #rerB
79493,0,@RERB Merci d’informer sur les horaires #RerB des trains circulant et de@pas@prendre@les usagers pour des #cons
76574,0,"Et le malaise voyageur qui fait qu'on est bloqué à cité u en dir Paris depuis plus de 5min, on en parle ou pas?! 😒😤#RERB #qml"
47027,2,All #RERB staff members would like to wish #BTS fans an amazing concert. 🎶 pic.twitter.com/5PKEWacNhA
10488,1,"Bonjour, Besoin de changer de train dans la gare du Nord ou est la normale du Blanc-Mesnil direction Châtelet, svp? Merci"
6406,1,L'heure de reprise est repoussée à 16h00 #RERB
70549,1,Cela signifie que ce ne sera pas rétabli à 22h00 donc? #RERB #TeamRERB
68842,1,"@RERB bonjour y a t il des trains vers le sud ? Je suis à saint Michel, Le tableau est soudain passé de prochain train dans 1 mn à 18 minutes !!! Aucune info... Merci"
42200,1,Bonjour l'affichage à chatelet ne fonctionne toujours pas. Les écrans sont éteints.
82029,0,😡😡😡😡😡🤬🤬
21572,2,Bonjour je ne connais pas le nom de la mission mais celui du tout premier train pour Denfert Rochereau me met de bonne humeur tous les matins. Merci à lui 😄 #rerb
99191,0,@RERB @denismasure @vpecresse ça vous étonne que les gens se suicident avec les problèmes que vous crééz dans leurs vies
131315,0,@RERB J'aimerai vraiment savoir ce que vous revendiquez en faite parce que ça me fait juste rager en tant qu'utilisatrice de ce RER...
933,1,"Vous en avez parlé à votre réunion bilan 2019 objectifs 2020? 
Quels sont les axes d'amélioration? #TeamRERB #RERB"
69993,0,Tranquillement vous repoussez les horaires de reprise... Vous arrivez à vous regarder dans un miroir devant tant de latence en heure de pointe ? Bien mal à vous.
129662,0,@RERB Ca veut dire?? Les trains ne sarrete pas a chatelet?
93736,0,@RERB super organisation a CDG avec les bus 😣
120196,1,@RERB.
115111,1,@RERB pourquoi toujours mettre un train court en dernier train le weekend  alors que vous savez qu'il sera bondé?
83463,1,Allo allo
2376,1,@RERB c'est pour quand l'ouverture de l'aile sud de Massy PALAISEAU ?
61266,1, pic.twitter.com/MK6OxYATTt
107955,0,"@RERB j'en ai marre, tu pars en avance pour arriver en retard."
74361,1,"Bonjour @RERB 
J'ai entendu parler d'une grève sncf pour aujourd'hui. La ligne B sera-t-elle impactée? Merci."
87303,1,"@RERB En arrivant a denfert vers 14h35 et voyant des agents ratp, j'ai cru qu'il y avalt un pb en gare ou sur la re   https://t.co  RT Rajito7"
114318,1,@RERB Ecco 61 à l'heure ce matin😄 par contre les 2 premières sièges sur lesquels je veux m'asseoir sont cassé. Super  qualité de rénovation
28217,0,"@RERB ce soir monté dans un RER pour Orsay qui se transforme en ""Massy"" où tout le monde descend pas un seul mot gentil du conducteur. Juste la voix synthétique... et on attend 5 minutes de plus un autre train bondé qui surstationne. Quelqu'un sait-il tout cela ? @gdelasteyrie"
106536,1,"reprise du trafic pour quelle heure?
Et ils viennent d'ou ces gens?"
51550,1,Encore des gilets jaune 😂😂😂
41193,1,On aurait pu tous descendre à Antony mais bon
7072,1,Bonjour joy je liq qur l'application transilien que le trafic au nord de la ligne est perturbé a 5h44 en raison d'un train en panne. Avez vous des informations ?
123023,0,@RERB rer b epaf 37 parti avec 2 minutes de retard. Conducteur au telephone et ferme les portes a peine arrive en gare #toutvabien
30749,1,@RERB Combien de vos trains circulent entre gare du nord et aulnay svp ? J’aimerais savoir
59490,1,"Où est ce qu'on peut se procurer les vrais horaires ? Ceux avec annulations arbitraires de train et autres ""votre train est maintenu à quai pendant quelques instants"" pendant 32 minutes."
111851,2,"@RERB Vous, vous êtes pardonnée."
131557,1,@RERB enfin!'^^
578,2,"Bonjour Alexandra, pour arriver a terminal 2 en CDG, quelle train je dois prendre de Orsay Ville et a quelle heure? Merci bcp!"
435,1,"Vue la façon dont fonctionne (ou plutôt ne fonctionne pas) le #RERB, la ligne reste notre meilleure alliée contre la pandémie. Pourvu que le #COVID19 ait la bonne idée d'emprunter les trains entre Saint-Rémy et Mitry-Claye pour sa propagation : il restera bloqué !"
64861,1,"Marrant, ma femme y est et m'annonce un St Rémy. Changement de mission à prévoir ?"
12370,1,🤔🤔🤔
78172,1,@RERB y’a t il un problème sur la ligne ?
57606,1,@RERB hello cm. Qu'est ce qui se passe à Palaiseau ?
25743,1,"Pas très clair, votre annonce 
Alors que pour le Transilien, c'est perturbé #RERB #TeamRERB pic.twitter.com/XYE0J1slzS"
43164,0,@rerb quai blindé en arrivant à Massy et il n'y avait déjà plus de places assises... #rerb
116104,1,@RERB merci mais on m'a signaler dans le train que le train part dans 30 minutes
31023,1,C'est beaucoup plus simple que d'etre un CM sur le RerB. Il me reste que le bus et c'est bon.
60891,1,Grosse blague
64332,1,@kalamityjessika ils sont solidaire entre eux trop mims
88595,0,"@RERB @denismasure Encore un QROL terminus Laplace, tout le monde descend. Merci pour ce retard ENCORE ET TOUJOURS. Quel est le problème, pourquoi toujours les mêmes trains qui sont supprimés ?"
18623,1,Il n’y a aucun affiché - je prends un a destination Robinson et je changerai à Denfert
86329,1,@RERB pourquoi c est long ce matin?
121696,1,@RERB.
114052,0,@RERB pq 17min d'attente pour un Orsay ce soir svp ? La fréquence est régulière ? Vous vous moquez du monde... #rerb pic.twitter.com/VgWoJwaAmC
92314,0,Dites le tout de suite si à pieds ça ira plus vite 😡😤
86758,0,"@vpecresse Et donc, vous voulez continuer à augmenter le prix de la Navigo alors que nous nous avons continuellement des pb sur cette ligne. Est ce vous en personne qui allez justifier nos retards chaque matin auprès de notre employeur ??"
109466,1,on sait si ça va rester fermé lundi ?
41185,0,Toujours la merde... Trouvez des solutions honnêtement pour que les gens n'aillent plus sur les voies !!!! #rasleculrerb
79308,2,"Mouais.. Pas convaincue, mais merci tout de même de votre réponse Julien !"
92106,0,"RER B sucks, whoever is managing this line should be fired."
47750,1,@RERB train coincé à port Royal.  Pourquoi ?
4610,1,"@RERB bonjour. Il est 14h30. A Fontaine Michalon, le composteur a marqué : 16h37, donc je sais que je ne pourrai pas sortir à Paris (déjà vécu). Un conseil ?"
41668,2,Merci 🙏
20330,1,"@RERB Bonjour, les premiers RER direction CDG sont ils maintenus pendant la grève ?"
12184,0,Normalement ils partent de Laplace vide et c’est bien pratique le prochain est dans 10 minutes et ça fait déjà 6 minutes que j’attends...
37665,1,"Pour se rendre à CDG vers midi depuis Chatelet, il y aura des trains ou pas ?"
107245,0,@RERB bjr bug les applications... Regarder le motif pic.twitter.com/JWQs5OXfMu
11319,0,@RERB comment faites-vous pour être encore plus mauvais en dehors des grèves que pendant ?!
77219,0,Decidement ce n’est pas notre journée!
94234,1,La courneuve 🤣
70004,0,"Nan mais srx... Arrêter là, dite que c'est mort pour aujourd'hui"
51657,1,"On quitte La Plaine stade de France.
Train EBRY , ça roule..."
118623,1,@RERB.
72993,1,"@RERB @nojqosa77 Vous avez raison, la confusion vient de Morandini qui faisait un lien entre l'incendie à Montparnasse et le service #eurotunnel. Après vérification, c'est la canicule qui retarde eurotunnel et le RerB ne passe pas à Montparnasse RT Le_Gogorafi"
41898,0,C était à s en douter les esprits s échauffent à denfert ...
103083,0,@RERB les incidents ne sont JAMAIS terminés sur cette ligne ! Ne vous moquez pas de tout le monde !
47287,1,"#rerb merci, et c'est pour cela qu'on est au ralenti depuis ?"
24635,2,"@RERB bonsoir, ça serait bien de demander au conducteur de PAPO70 de ne pas lancer la fermeture des portes alors que les usagers souhaitant descendre n'ont pas encore quitté la rame. Ca évite les bousculades et les injures entre usagers !  Merci par avance #RERB"
